USER_ID,feat1,feat2,feat3,feat4,feat5,ITEM_ID
user_1520,1,7,3,3,6,item_3
user_1521,6,10,9,3,7,item_2
user_1522,10,1,6,8,5,item_2
user_1523,9,9,8,2,5,item_0
user_1524,2,9,2,4,2,item_0
user_1525,4,8,1,7,10,item_0
user_1526,10,4,4,4,8,item_2
user_1527,4,3,5,6,5,item_2
user_1528,6,5,6,9,3,item_0
user_1529,10,1,6,3,1,item_0
user_1530,1,6,4,3,1,item_0
user_1531,3,7,7,2,4,item_0
user_1532,10,7,1,6,7,item_2
user_1533,9,8,3,9,5,item_0
user_1534,7,5,4,4,10,item_2
user_1535,10,3,7,8,8,item_3
user_1536,4,6,1,2,1,item_2
user_1537,2,1,2,3,1,item_0
user_1538,7,2,9,3,8,item_0
user_1539,3,7,7,8,6,item_2
user_1540,9,6,2,5,3,item_2
user_1541,10,6,9,7,9,item_2
user_1542,7,1,3,5,7,item_2
user_1543,2,10,8,10,3,item_2
user_1544,2,7,7,3,2,item_2
user_1545,6,2,3,1,6,item_0
user_1546,7,5,4,6,2,item_0
user_1547,7,9,4,9,8,item_0
user_1548,3,1,10,5,9,item_0
user_1549,3,1,1,8,4,item_0
user_1550,1,1,9,8,8,item_0
user_1551,2,8,4,6,4,item_0
user_1552,2,4,7,6,1,item_0
user_1553,3,9,9,2,8,item_1
user_1554,2,5,4,6,9,item_0
user_1555,6,10,7,3,9,item_0
user_1556,7,8,3,1,4,item_1
user_1557,8,7,2,8,8,item_2
user_1558,3,2,3,7,1,item_2
user_1559,3,3,2,5,7,item_0
user_1560,8,8,7,8,3,item_0
user_1561,5,2,8,3,8,item_0
user_1562,1,9,5,2,10,item_0
user_1563,2,10,3,4,1,item_0
user_1564,7,1,9,9,9,item_2
user_1565,1,9,4,2,2,item_2
user_1566,4,10,10,1,5,item_0
user_1567,2,6,10,5,4,item_2
user_1568,8,1,2,1,4,item_0
user_1569,10,3,10,4,3,item_0
user_1570,10,9,2,10,3,item_0
user_1571,2,4,4,8,4,item_0
user_1572,10,4,2,10,2,item_0
user_1573,5,6,6,8,7,item_2
user_1574,10,8,9,9,3,item_2
user_1575,5,3,9,4,5,item_2
user_1576,2,2,10,4,7,item_2
user_1577,1,8,3,1,9,item_0
user_1578,5,4,5,3,5,item_0
user_1579,9,7,4,5,4,item_2
user_1580,4,9,6,7,9,item_0
user_1581,8,9,4,7,8,item_3
user_1582,10,10,3,3,4,item_0
user_1583,2,10,7,4,6,item_1
user_1584,4,1,6,8,3,item_0
user_1585,2,3,9,8,8,item_2
user_1586,2,6,1,10,3,item_0
user_1587,2,8,6,2,4,item_0
user_1588,6,9,10,3,7,item_0
user_1589,2,1,5,4,1,item_0
user_1590,2,6,3,5,5,item_0
user_1591,1,7,3,5,6,item_0
user_1592,9,8,1,7,2,item_0
user_1593,2,1,5,3,5,item_0
user_1594,7,1,2,6,5,item_1
user_1595,10,7,4,4,4,item_0
user_1596,7,10,7,10,1,item_2
user_1597,4,7,4,7,6,item_2
user_1598,3,7,6,3,2,item_2
user_1599,6,9,5,9,7,item_0
user_1600,4,6,6,3,9,item_0
user_1601,8,1,5,10,6,item_2
user_1602,9,10,8,4,10,item_0
user_1603,8,8,5,8,3,item_2
user_1604,8,8,2,10,6,item_0
user_1605,5,2,5,3,5,item_1
user_1606,3,7,4,1,8,item_0
user_1607,7,8,3,4,10,item_0
user_1608,2,3,10,4,4,item_2
user_1609,9,8,10,3,4,item_0
user_1610,7,6,4,7,9,item_0
user_1611,4,7,5,6,3,item_0
user_1612,10,3,7,1,7,item_0
user_1613,9,4,1,5,10,item_2
user_1614,9,7,10,2,6,item_2
user_1615,4,5,4,4,6,item_0
user_1616,3,10,2,2,9,item_2
user_1617,8,10,7,1,6,item_2
user_1618,10,4,3,7,1,item_0
user_1619,5,3,7,2,7,item_2
user_1620,6,6,8,5,8,item_2
user_1621,2,8,4,5,10,item_2
user_1622,10,5,1,5,9,item_2
user_1623,6,10,1,5,7,item_2
user_1624,3,2,5,8,8,item_2
user_1625,8,3,4,3,9,item_0
user_1626,1,8,8,2,2,item_2
user_1627,8,10,10,8,2,item_2
user_1628,9,5,2,8,1,item_0
user_1629,2,6,8,6,10,item_3
user_1630,5,1,7,8,5,item_2
user_1631,7,4,2,7,4,item_0
user_1632,1,3,4,5,5,item_2
user_1633,1,1,1,8,8,item_0
user_1634,6,2,4,7,10,item_3
user_1635,10,2,6,9,9,item_0
user_1636,1,9,6,10,3,item_0
user_1637,4,5,1,8,4,item_0
user_1638,8,2,3,4,5,item_2
user_1639,5,8,9,9,3,item_2
user_1640,6,2,8,4,3,item_0
user_1641,8,8,4,4,2,item_0
user_1642,5,5,9,9,5,item_2
user_1643,10,4,4,4,3,item_0
user_1644,8,4,9,3,2,item_0
user_1645,2,1,3,7,1,item_0
user_1646,10,6,9,1,10,item_2
user_1647,7,8,6,4,9,item_0
user_1648,3,6,4,10,10,item_2
user_1649,1,6,5,3,10,item_0
user_1650,1,5,4,9,1,item_2
user_1651,1,7,4,1,10,item_2
user_1652,9,8,3,7,1,item_0
user_1653,1,6,4,9,5,item_2
user_1654,5,9,2,10,9,item_0
user_1655,7,7,7,2,4,item_0
user_1656,2,3,9,4,10,item_0
user_1657,8,2,4,7,5,item_0
user_1658,5,6,8,9,5,item_2
user_1659,8,7,5,4,1,item_2
user_1660,10,10,1,4,7,item_0
user_1661,7,10,10,6,1,item_0
user_1662,1,3,7,10,1,item_2
user_1663,10,3,6,5,7,item_0
user_1664,5,2,2,2,6,item_0
user_1665,10,7,4,5,1,item_0
user_1666,5,6,2,9,3,item_2
user_1667,2,9,8,5,7,item_2
user_1668,1,2,2,7,6,item_2
user_1669,5,10,2,2,2,item_3
user_1670,6,3,1,10,1,item_3
user_1671,5,6,9,1,3,item_0
user_1672,10,8,8,1,2,item_2
user_1673,3,8,4,5,5,item_3
user_1674,5,1,4,3,2,item_0
user_1675,6,9,3,6,5,item_0
user_1676,7,5,10,7,1,item_0
user_1677,6,4,4,5,8,item_1
user_1678,8,6,1,5,4,item_0
user_1679,9,10,10,1,6,item_0
user_1680,4,5,7,3,3,item_0
user_1681,1,7,5,10,2,item_0
user_1682,1,9,3,6,4,item_1
user_1683,1,6,5,9,9,item_0
user_1684,7,2,10,5,9,item_0
user_1685,4,6,6,9,9,item_2
user_1686,7,9,8,10,5,item_0
user_1687,6,2,4,4,2,item_2
user_1688,5,8,8,6,1,item_0
user_1689,7,9,6,3,10,item_2
user_1690,7,8,3,6,6,item_0
user_1691,6,8,10,7,2,item_2
user_1692,9,6,6,9,2,item_2
user_1693,10,5,7,6,1,item_2
user_1694,9,5,5,10,1,item_2
user_1695,3,1,2,1,8,item_0
user_1696,1,2,9,1,10,item_0
user_1697,7,2,3,2,8,item_0
user_1698,3,2,9,8,4,item_2
user_1699,2,10,7,3,5,item_2
user_1700,3,9,7,3,8,item_2
user_1701,3,6,8,8,3,item_0
user_1702,5,5,5,4,6,item_2
user_1703,10,9,2,8,9,item_0
user_1704,1,1,6,10,6,item_0
user_1705,8,7,3,1,5,item_0
user_1706,3,1,7,4,10,item_0
user_1707,8,5,6,7,9,item_0
user_1708,1,3,1,6,8,item_0
user_1709,4,9,7,9,1,item_0
user_1710,10,1,7,10,5,item_0
user_1711,2,2,8,1,1,item_0
user_1712,3,8,4,9,5,item_2
user_1713,5,2,5,8,8,item_2
user_1714,7,2,6,1,3,item_0
user_1715,10,10,1,3,10,item_0
user_1716,4,7,6,3,2,item_2
user_1717,6,3,8,3,7,item_2
user_1718,6,6,6,6,5,item_2
user_1719,1,1,3,7,6,item_2
user_1720,4,10,5,4,2,item_0
user_1721,6,6,4,7,9,item_2
user_1722,7,5,4,9,2,item_0
user_1723,5,6,6,3,3,item_0
user_1724,7,6,2,10,6,item_2
user_1725,4,5,9,9,5,item_0
user_1726,1,7,4,3,6,item_2
user_1727,3,9,9,1,6,item_0
user_1728,8,9,10,4,1,item_0
user_1729,3,5,1,9,3,item_0
user_1730,2,10,3,10,5,item_0
user_1731,6,10,8,10,8,item_0
user_1732,5,5,2,5,4,item_0
user_1733,4,4,5,1,4,item_0
user_1734,2,6,4,1,2,item_3
user_1735,8,1,7,4,4,item_1
user_1736,6,8,2,1,4,item_2
user_1737,7,8,1,1,7,item_3
user_1738,8,8,4,9,2,item_1
user_1739,7,5,8,2,4,item_0
user_1740,7,4,1,3,1,item_2
user_1741,1,1,5,3,2,item_0
user_1742,4,9,7,9,1,item_2
user_1743,9,7,4,1,7,item_0
user_1744,10,9,8,6,7,item_0
user_1745,5,4,10,2,7,item_2
user_1746,10,5,9,10,1,item_0
user_1747,2,1,3,10,10,item_2
user_1748,10,6,10,4,6,item_2
user_1749,2,3,4,1,5,item_0
user_1750,1,3,10,8,6,item_0
user_1751,9,8,1,9,10,item_2
user_1752,5,9,9,10,8,item_2
user_1753,9,1,7,2,6,item_2
user_1754,3,6,10,6,4,item_2
user_1755,2,4,5,5,2,item_0
user_1756,7,3,1,1,1,item_2
user_1757,2,1,7,6,4,item_2
user_1758,5,9,5,1,3,item_0
user_1759,9,4,9,4,9,item_0
user_1760,5,4,9,5,4,item_2
user_1761,4,2,4,4,3,item_0
user_1762,10,7,10,4,2,item_2
user_1763,4,5,5,5,10,item_2
user_1764,9,2,10,7,4,item_0
user_1765,6,6,7,2,4,item_0
user_1766,6,1,3,7,9,item_2
user_1767,9,8,2,3,9,item_0
user_1768,2,6,2,1,9,item_1
user_1769,5,10,4,3,10,item_0
user_1770,3,7,7,3,6,item_0
user_1771,1,3,7,2,9,item_0
user_1772,9,7,8,6,1,item_0
user_1773,6,7,8,9,10,item_0
user_1774,1,8,9,9,9,item_0
user_1775,8,5,5,8,9,item_0
user_1776,10,4,6,9,2,item_0
user_1777,6,5,10,8,5,item_0
user_1778,10,10,1,2,5,item_0
user_1779,4,10,6,9,4,item_0
user_1780,8,1,10,4,4,item_0
user_1781,10,8,2,5,3,item_2
user_1782,8,8,5,3,1,item_0
user_1783,9,6,7,2,7,item_0
user_1784,7,5,8,2,2,item_2
user_1785,10,9,3,9,5,item_2
user_1786,1,5,5,6,3,item_0
user_1787,4,5,8,6,1,item_0
user_1788,3,3,10,8,10,item_2
user_1789,5,9,1,10,1,item_0
user_1790,9,6,4,2,9,item_0
user_1791,2,2,9,6,10,item_0
user_1792,9,10,8,8,5,item_0
user_1793,3,6,2,1,7,item_0
user_1794,7,8,5,9,9,item_2
user_1795,6,10,1,3,9,item_0
user_1796,10,10,9,3,7,item_2
user_1797,10,4,6,7,10,item_2
user_1798,5,3,9,10,6,item_2
user_1799,3,5,3,5,9,item_2
user_1800,7,6,2,5,1,item_2
user_1801,4,10,8,10,2,item_0
user_1802,5,7,4,3,7,item_0
user_1803,7,4,4,9,2,item_0
user_1804,7,7,3,5,3,item_0
user_1805,10,3,5,9,8,item_0
user_1806,4,7,6,10,9,item_0
user_1807,4,5,7,1,5,item_0
user_1808,2,10,8,10,10,item_0
user_1809,9,9,6,5,5,item_3
user_1810,2,10,3,10,6,item_1
user_1811,6,1,1,6,2,item_0
user_1812,2,6,10,7,5,item_0
user_1813,10,5,10,2,5,item_0
user_1814,5,2,2,6,7,item_2
user_1815,3,10,4,1,6,item_0
user_1816,6,1,6,9,6,item_0
user_1817,5,3,1,8,5,item_2
user_1818,9,3,1,3,8,item_2
user_1819,9,1,5,10,7,item_0
user_1820,7,1,4,6,8,item_0
user_1821,3,4,2,5,4,item_2
user_1822,4,10,2,9,1,item_0
user_1823,9,4,3,4,9,item_0
user_1824,1,10,3,3,6,item_0
user_1825,6,2,10,3,6,item_0
user_1826,4,2,5,9,6,item_0
user_1827,3,5,3,2,7,item_0
user_1828,5,5,3,8,5,item_2
user_1829,2,1,7,7,7,item_0
user_1830,2,3,7,7,4,item_0
user_1831,6,3,10,6,6,item_2
user_1832,4,5,1,7,1,item_0
user_1833,7,1,6,6,10,item_1
user_1834,2,9,1,6,10,item_2
user_1835,9,3,6,7,9,item_0
user_1836,9,5,2,5,8,item_0
user_1837,2,2,9,8,1,item_1
user_1838,3,9,5,9,9,item_0
user_1839,4,7,9,7,3,item_0
user_1840,9,5,6,6,5,item_0
user_1841,7,5,5,1,9,item_0
user_1842,8,3,2,8,4,item_2
user_1843,8,8,2,1,10,item_2
user_1844,10,6,7,7,9,item_0
user_1845,3,2,1,8,9,item_0
user_1846,1,9,2,8,7,item_0
user_1847,10,2,1,3,2,item_3
user_1848,5,8,2,8,7,item_2
user_1849,3,4,10,8,3,item_2
user_1850,3,6,10,7,10,item_2
user_1851,9,3,8,8,2,item_2
user_1852,6,4,2,4,3,item_0
user_1853,2,9,8,10,10,item_2
user_1854,9,7,6,9,6,item_2
user_1855,8,4,4,4,1,item_2
user_1856,2,2,4,8,9,item_2
user_1857,8,3,8,1,9,item_2
user_1858,7,6,8,5,6,item_0
user_1859,1,10,5,5,2,item_1
user_1860,6,9,6,10,6,item_0
user_1861,4,8,2,2,9,item_0
user_1862,3,1,1,1,5,item_0
user_1863,9,3,7,1,8,item_0
user_1864,1,3,8,7,8,item_2
user_1865,3,1,4,1,6,item_0
user_1866,7,1,9,9,1,item_0
user_1867,10,2,9,6,9,item_0
user_1868,7,3,4,2,1,item_2
user_1869,8,6,9,7,5,item_0
user_1870,10,6,6,9,3,item_2
user_1871,2,5,4,6,5,item_2
user_1872,4,7,2,1,7,item_2
user_1873,7,4,3,3,1,item_3
user_1874,2,9,3,10,4,item_0
user_1875,3,1,6,4,4,item_2
user_1876,9,2,6,10,6,item_0
user_1877,3,6,2,6,9,item_2
user_1878,6,2,5,7,7,item_2
user_1879,2,8,10,10,7,item_2
user_1880,6,7,3,4,7,item_0
user_1881,8,6,2,1,3,item_1
user_1882,6,5,10,2,5,item_2
user_1883,8,8,8,7,5,item_1
user_1884,1,6,9,7,3,item_0
user_1885,6,3,4,10,2,item_3
user_1886,5,1,1,9,9,item_0
user_1887,8,6,9,1,5,item_0
user_1888,5,7,1,6,3,item_2
user_1889,3,5,3,1,7,item_1
user_1890,4,4,3,1,7,item_0
user_1891,5,1,6,6,9,item_0
user_1892,7,9,1,1,6,item_0
user_1893,1,8,9,7,2,item_2
user_1894,9,6,1,2,5,item_0
user_1895,10,9,3,3,9,item_2
user_1896,9,5,2,6,9,item_1
user_1897,10,5,9,6,5,item_0
user_1898,9,9,8,8,7,item_0
user_1899,2,5,7,10,3,item_1
user_1900,2,10,5,2,1,item_0
user_1901,5,8,10,10,2,item_2
user_1902,2,7,2,6,8,item_2
user_1903,4,3,8,8,5,item_2
user_1904,4,10,6,1,7,item_2
user_1905,2,6,5,2,6,item_0
user_1906,8,1,7,3,4,item_2
user_1907,1,5,8,6,10,item_0
user_1908,3,10,7,5,3,item_2
user_1909,2,4,2,9,10,item_2
user_1910,4,4,3,3,10,item_2
user_1911,10,2,10,1,8,item_2
user_1912,5,8,5,1,9,item_2
user_1913,3,2,10,3,9,item_2
user_1914,5,10,9,10,6,item_0
user_1915,6,7,3,2,10,item_0
user_1916,3,7,7,7,3,item_0
user_1917,2,9,5,10,9,item_3
user_1918,6,9,9,1,2,item_2
user_1919,8,9,10,1,5,item_2
user_1920,5,10,1,6,9,item_0
user_1921,3,7,3,9,2,item_2
user_1922,5,3,10,10,10,item_0
user_1923,10,4,5,5,3,item_0
user_1924,6,7,3,3,6,item_2
user_1925,6,6,2,7,7,item_2
user_1926,5,4,9,2,9,item_0
user_1927,10,2,5,3,2,item_2
user_1928,2,10,1,3,8,item_0
user_1929,7,2,8,8,5,item_0
user_1930,8,6,6,1,3,item_3
user_1931,6,3,7,4,5,item_3
user_1932,5,7,2,7,5,item_0
user_1933,8,1,8,1,9,item_2
user_1934,4,4,4,10,10,item_2
user_1935,1,3,2,4,5,item_2
user_1936,7,5,4,4,6,item_2
user_1937,1,6,6,7,10,item_2
user_1938,7,3,9,3,10,item_0
user_1939,2,1,4,5,9,item_0
user_1940,7,6,7,3,10,item_0
user_1941,7,7,10,7,5,item_0
user_1942,7,8,7,10,1,item_0
user_1943,3,10,2,2,6,item_2
user_1944,8,4,10,2,6,item_0
user_1945,10,5,10,4,9,item_2
user_1946,10,6,9,7,2,item_0
user_1947,5,6,7,5,5,item_0
user_1948,7,3,3,7,9,item_0
user_1949,9,9,5,5,4,item_3
user_1950,7,2,5,10,9,item_2
user_1951,4,1,7,8,4,item_2
user_1952,7,3,9,6,9,item_2
user_1953,6,5,3,7,4,item_0
user_1954,3,8,1,4,2,item_2
user_1955,7,4,8,6,9,item_0
user_1956,10,3,4,5,9,item_2
user_1957,8,3,3,2,2,item_0
user_1958,2,8,1,6,1,item_2
user_1959,1,9,7,4,9,item_2
user_1960,4,9,8,5,7,item_1
user_1961,7,1,4,9,4,item_0
user_1962,10,5,9,10,4,item_2
user_1963,6,1,10,2,8,item_0
user_1964,6,1,3,4,5,item_2
user_1965,3,7,9,8,2,item_0
user_1966,4,2,10,10,2,item_1
user_1967,2,7,6,6,4,item_2
user_1968,8,7,9,8,10,item_0
user_1969,2,5,5,4,10,item_0
user_1970,7,10,3,6,4,item_0
user_1971,6,7,3,2,9,item_0
user_1972,3,10,10,10,9,item_2
user_1973,6,6,4,4,6,item_2
user_1974,10,4,9,7,2,item_2
user_1975,9,5,10,3,6,item_2
user_1976,5,10,5,4,9,item_0
user_1977,6,10,7,4,4,item_0
user_1978,1,8,7,10,3,item_2
user_1979,5,6,2,1,9,item_2
user_1980,2,10,10,6,5,item_0
user_1981,3,3,1,4,5,item_0
user_1982,1,4,6,10,10,item_0
user_1983,8,8,7,8,9,item_0
user_1984,5,9,10,9,5,item_2
user_1985,5,10,3,6,1,item_0
user_1986,1,9,4,5,3,item_0
user_1987,10,3,3,8,9,item_0
user_1988,1,3,3,4,5,item_0
user_1989,8,1,4,10,3,item_0
user_1990,3,9,5,7,3,item_0
user_1991,2,5,5,7,6,item_0
user_1992,6,3,7,1,8,item_1
user_1993,1,3,4,3,1,item_0
user_1994,5,5,3,5,1,item_3
user_1995,9,7,3,10,8,item_2
user_1996,4,3,7,4,6,item_0
user_1997,4,10,6,6,7,item_2
user_1998,1,6,9,3,7,item_0
user_1999,7,4,6,3,4,item_2
user_2000,8,10,2,8,2,item_0
user_2001,1,4,9,3,6,item_0
user_2002,4,8,5,9,4,item_2
user_2003,8,7,6,8,2,item_2
user_2004,4,7,10,1,7,item_3
user_2005,8,8,1,1,6,item_0
user_2006,10,2,9,8,9,item_2
user_2007,2,8,2,3,6,item_2
user_2008,8,3,10,6,7,item_0
user_2009,8,9,3,8,9,item_0
user_2010,5,1,8,8,1,item_0
user_2011,1,4,7,3,4,item_0
user_2012,3,5,5,2,1,item_2
user_2013,10,2,4,3,9,item_2
user_2014,5,1,10,10,10,item_0
user_2015,6,6,8,4,9,item_2
user_2016,7,2,8,4,7,item_0
user_2017,7,9,10,9,2,item_0
user_2018,1,3,8,4,8,item_2
user_2019,6,10,1,9,3,item_0
user_2020,5,8,10,5,6,item_0
user_2021,1,9,9,2,6,item_0
user_2022,7,1,10,10,10,item_0
user_2023,4,4,3,10,7,item_1
user_2024,3,5,5,3,7,item_0
user_2025,8,3,4,1,3,item_0
user_2026,9,6,7,3,9,item_2
user_2027,1,9,2,6,2,item_0
user_2028,1,10,3,1,1,item_2
user_2029,9,10,10,3,1,item_2
user_2030,10,2,1,6,4,item_2
user_2031,8,3,10,8,4,item_2
user_2032,10,9,7,8,3,item_0
user_2033,4,10,8,6,10,item_0
user_2034,10,5,10,5,6,item_0
user_2035,7,10,1,7,9,item_0
user_2036,9,1,2,6,2,item_0
user_2037,4,3,10,6,6,item_0
user_2038,10,8,3,7,9,item_0
user_2039,3,7,6,8,8,item_1
user_2040,10,6,2,5,5,item_0
user_2041,2,1,7,7,5,item_2
user_2042,2,10,4,10,1,item_2
user_2043,4,9,8,3,4,item_0
user_2044,7,2,8,1,6,item_0
user_2045,7,7,2,4,6,item_0
user_2046,4,3,2,7,7,item_0
user_2047,4,8,9,2,10,item_0
user_2048,2,1,9,7,10,item_0
user_2049,8,9,2,10,3,item_2
user_2050,6,6,2,2,9,item_0
user_2051,8,7,1,9,9,item_2
user_2052,3,4,4,1,3,item_1
user_2053,9,10,5,5,5,item_0
user_2054,9,8,1,4,8,item_1
user_2055,6,4,10,7,2,item_2
user_2056,5,3,4,10,7,item_2
user_2057,1,10,2,10,5,item_2
user_2058,2,2,7,7,2,item_2
user_2059,3,4,1,1,3,item_0
user_2060,8,10,2,2,8,item_0
user_2061,4,2,8,9,1,item_3
user_2062,10,7,7,10,4,item_2
user_2063,10,3,4,7,8,item_0
user_2064,7,10,10,6,7,item_0
user_2065,5,1,10,5,2,item_2
user_2066,1,4,6,6,5,item_0
user_2067,5,3,6,8,5,item_0
user_2068,3,7,9,6,10,item_2
user_2069,3,9,3,7,9,item_0
user_2070,2,8,2,3,3,item_2
user_2071,2,7,1,10,3,item_0
user_2072,5,1,9,4,10,item_2
user_2073,10,8,4,8,9,item_0
user_2074,6,8,8,9,10,item_2
user_2075,7,5,9,1,7,item_2
user_2076,10,2,7,9,1,item_0
user_2077,5,7,8,7,3,item_0
user_2078,10,7,6,9,6,item_2
user_2079,10,2,2,9,2,item_0
user_2080,9,1,4,3,1,item_0
user_2081,4,1,9,4,8,item_3
user_2082,8,6,4,9,9,item_0
user_2083,10,5,4,2,1,item_0
user_2084,6,8,7,3,1,item_2
user_2085,10,6,9,1,7,item_0
user_2086,1,7,1,8,9,item_0
user_2087,4,2,3,2,2,item_2
user_2088,2,3,8,5,8,item_0
user_2089,1,9,6,5,8,item_0
user_2090,2,3,4,7,1,item_0
user_2091,7,3,10,9,9,item_0
user_2092,4,5,9,7,9,item_0
user_2093,4,4,6,3,6,item_0
user_2094,8,3,7,7,3,item_2
user_2095,2,2,4,10,2,item_2
user_2096,7,4,2,10,10,item_0
user_2097,3,3,3,8,3,item_2
user_2098,3,3,4,5,8,item_0
user_2099,3,9,5,2,6,item_2
user_2100,4,7,10,5,6,item_3
user_2101,1,6,4,1,10,item_1
user_2102,3,8,3,7,2,item_0
user_2103,2,10,2,8,1,item_1
user_2104,10,1,8,3,3,item_2
user_2105,1,7,6,10,8,item_3
user_2106,10,4,10,9,6,item_0
user_2107,7,2,3,9,5,item_0
user_2108,10,5,4,7,1,item_2
user_2109,9,7,8,4,5,item_2
user_2110,10,4,4,1,5,item_2
user_2111,8,8,2,2,10,item_0
user_2112,7,8,3,6,9,item_0
user_2113,5,7,3,4,2,item_2
user_2114,2,8,2,5,5,item_0
user_2115,5,4,10,2,6,item_0
user_2116,5,9,7,2,9,item_2
user_2117,4,5,4,8,8,item_0
user_2118,8,1,8,4,2,item_0
user_2119,9,9,8,3,3,item_0
user_2120,8,3,10,6,7,item_2
user_2121,10,7,8,6,5,item_2
user_2122,6,9,2,10,6,item_2
user_2123,9,8,1,5,1,item_2
user_2124,5,2,9,3,6,item_0
user_2125,4,8,8,9,5,item_3
user_2126,3,6,1,10,1,item_2
user_2127,2,5,8,4,7,item_0
user_2128,8,2,3,4,3,item_0
user_2129,4,3,10,8,10,item_1
user_2130,9,6,7,6,3,item_0
user_2131,3,6,1,3,3,item_2
user_2132,9,1,2,4,1,item_0
user_2133,5,7,10,3,3,item_2
user_2134,10,3,6,10,7,item_2
user_2135,2,4,1,6,7,item_0
user_2136,1,1,10,9,2,item_0
user_2137,8,3,6,3,6,item_2
user_2138,8,3,3,9,8,item_0
user_2139,4,9,10,5,6,item_2
user_2140,10,5,6,4,5,item_0
user_2141,1,2,7,5,6,item_0
user_2142,1,2,6,2,4,item_0
user_2143,3,5,5,4,7,item_2
user_2144,2,10,2,9,10,item_2
user_2145,10,6,1,10,1,item_2
user_2146,2,4,9,6,7,item_0
user_2147,4,1,5,5,2,item_0
user_2148,10,4,5,2,4,item_0
user_2149,10,1,5,1,6,item_2
user_2150,9,2,6,8,1,item_0
user_2151,6,2,4,9,5,item_0
user_2152,2,1,10,5,7,item_2
user_2153,2,8,5,10,2,item_2
user_2154,5,1,3,10,6,item_0
user_2155,2,8,6,4,10,item_0
user_2156,10,10,10,1,7,item_1
user_2157,4,9,5,7,7,item_2
user_2158,6,4,1,10,5,item_0
user_2159,10,5,9,7,7,item_3
user_2160,5,5,1,2,7,item_2
user_2161,2,5,1,10,8,item_3
user_2162,8,3,8,8,8,item_2
user_2163,3,6,10,4,9,item_0
user_2164,10,8,1,4,9,item_2
user_2165,10,4,10,1,9,item_0
user_2166,4,7,1,5,7,item_0
user_2167,9,1,5,7,3,item_0
user_2168,8,6,6,4,5,item_0
user_2169,9,7,3,7,5,item_0
user_2170,8,9,2,8,4,item_2
user_2171,10,3,10,6,2,item_0
user_2172,6,7,8,7,1,item_0
user_2173,4,9,1,10,5,item_2
user_2174,5,6,10,6,2,item_2
user_2175,1,8,6,4,3,item_2
user_2176,8,9,6,5,5,item_0
user_2177,8,10,6,3,4,item_0
user_2178,9,5,6,10,7,item_0
user_2179,3,5,6,5,3,item_2
user_2180,1,6,3,6,6,item_1
user_2181,4,6,5,10,7,item_0
user_2182,8,2,7,5,4,item_0
user_2183,10,3,4,3,4,item_1
user_2184,7,5,3,8,6,item_2
user_2185,2,8,5,8,8,item_2
user_2186,8,1,2,8,7,item_3
user_2187,7,4,4,10,10,item_0
user_2188,5,9,1,3,1,item_0
user_2189,2,8,8,9,6,item_0
user_2190,10,4,1,5,8,item_2
user_2191,9,3,6,2,7,item_2
user_2192,1,7,3,4,4,item_0
user_2193,8,10,10,7,6,item_2
user_2194,9,9,5,10,3,item_2
user_2195,6,10,10,4,5,item_3
user_2196,7,5,2,6,7,item_0
user_2197,7,2,1,7,4,item_0
user_2198,3,4,8,5,5,item_2
user_2199,6,7,1,6,9,item_2
user_2200,6,3,2,2,6,item_0
user_2201,4,1,2,2,8,item_2
user_2202,8,5,10,4,6,item_0
user_2203,7,3,7,9,3,item_0
user_2204,6,1,4,7,1,item_3
user_2205,1,3,4,1,3,item_0
user_2206,2,7,5,4,2,item_0
user_2207,5,6,8,6,7,item_0
user_2208,5,1,9,8,9,item_0
user_2209,8,10,7,1,9,item_0
user_2210,1,7,4,9,10,item_2
user_2211,10,5,3,7,1,item_2
user_2212,9,10,10,4,3,item_2
user_2213,4,8,3,9,7,item_2
user_2214,8,8,2,2,10,item_2
user_2215,10,8,9,10,4,item_0
user_2216,1,8,8,7,10,item_0
user_2217,10,8,7,3,9,item_0
user_2218,3,3,4,5,7,item_0
user_2219,5,7,9,3,10,item_2
user_2220,8,2,10,3,8,item_2
user_2221,2,10,6,10,1,item_2
user_2222,2,1,7,4,7,item_0
user_2223,5,10,5,7,3,item_0
user_2224,1,5,4,10,10,item_2
user_2225,9,2,7,10,5,item_2
user_2226,9,6,5,5,4,item_0
user_2227,5,5,1,6,3,item_2
user_2228,1,8,10,2,7,item_0
user_2229,5,3,4,5,7,item_0
user_2230,4,1,10,5,4,item_0
user_2231,1,3,4,8,3,item_2
user_2232,1,6,5,3,9,item_0
user_2233,10,7,6,2,6,item_0
user_2234,10,4,3,7,10,item_2
user_2235,5,8,10,1,6,item_0
user_2236,5,10,3,1,8,item_1
user_2237,5,8,5,7,2,item_3
user_2238,1,5,10,6,2,item_0
user_2239,7,2,2,5,6,item_0
user_2240,6,3,6,2,5,item_0
user_2241,6,1,5,1,3,item_0
user_2242,7,7,1,9,5,item_3
user_2243,5,1,6,1,1,item_0
user_2244,2,6,3,10,7,item_2
user_2245,7,9,1,9,6,item_0
user_2246,4,7,7,5,8,item_0
user_2247,4,8,2,8,7,item_2
user_2248,4,10,1,8,10,item_2
user_2249,4,6,5,1,5,item_0
user_2250,10,9,3,5,8,item_0
user_2251,5,1,3,8,5,item_2
user_2252,9,7,4,4,1,item_2
user_2253,10,10,1,2,1,item_0
user_2254,2,4,4,3,5,item_0
